id,name,enabled,method,url,headers,params,body,expected_status,expected_content,json_path,expected_json_value,extract_key,save_var_name,validate,priority
negative_post__api_address_list_2,查询用户所有地址-无效Token,1,POST,/api/address/list,"{""Authorization"": ""Bearer invalidtoken123""}",{},{},401,Token无效,,,,,,
negative_post__api_address_list_3,查询用户所有地址-使用GET方法,1,GET,/api/address/list,"{""Authorization"": ""Bearer somevalidtoken""}",{},{},405,Method Not Allowed,,,,,,
negative_post__api_address_list_4,查询用户所有地址-错误的Content-Type,1,POST,/api/address/list,"{""Content-Type"": ""text/plain"", ""Authorization"": ""Bearer somevalidtoken""}",{},"{""dummy"":""data""}",415,Unsupported Media Type,,,,,,
negative_post__api_address_list_5,查询用户所有地址-空Token值,1,POST,/api/address/list,"{""Authorization"": ""Bearer ""}",{},{},401,Token不能为空,,,,,,
boundary_post__api_address_list_1,查询用户所有地址-Authorization令牌边界测试,1,POST,/api/address/list,"{""Authorization"": """"}",{},{},500,失败,,,,,,
path_post__api_address_list_1,正常查询地址-有效token,1,POST,/api/address/list,"{""Authorization"": ""Bearer valid_token_123"", ""Content-Type"": ""application/json""}",{},{},200,成功,code,200,,,,
path_post__api_address_list_2,查询地址-无效token,1,POST,/api/address/list,"{""Authorization"": ""Bearer invalid_token"", ""Content-Type"": ""application/json""}",{},{},500,失败,code,500,,,,
path_post__api_address_list_3,查询地址-缺失token,1,POST,/api/address/list,"{""Content-Type"": ""application/json""}",{},{},500,失败,code,500,,,,
path_post__api_address_list_4,查询地址-使用错误的HTTP方法GET,1,GET,/api/address/list,"{""Authorization"": ""Bearer valid_token_123""}",{},{},500,失败,code,500,,,,
path_post__api_address_list_5,查询地址-不存在的路径,1,POST,/api/address/invalid_path,"{""Authorization"": ""Bearer valid_token_123"", ""Content-Type"": ""application/json""}",{},{},500,失败,code,500,,,,
path_post__api_address_list_6,查询地址-路径包含特殊字符,1,POST,/api/address/list/../list,"{""Authorization"": ""Bearer valid_token_123"", ""Content-Type"": ""application/json""}",{},{},500,失败,code,500,,,,
