id,name,enabled,method,url,headers,params,body,expected_status,expected_content,json_path,expected_json_value,extract_key,save_var_name,validate,priority
negative_post__api_address_delete_1,删除地址-缺少必填参数address_id,1,POST,/api/address/delete,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_token""}",{},{},400,缺少地址ID,message,缺少地址ID,,,,
boundary_post__api_address_delete_1,删除地址-边界测试-零值地址ID与空认证令牌,1,POST,/api/address/delete,"{""Authorization"": """"}",{},"{""address_id"": 0}",400,地址ID,,,,,,
structure_post__api_address_delete_1,JSON格式验证-发送无效JSON,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},{},400,格式,,,,,,
structure_post__api_address_delete_2,JSON格式验证-发送不完整的JSON,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},{},400,格式,,,,,,
structure_post__api_address_delete_3,JSON格式验证-嵌套JSON结构错误,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},{},400,格式,,,,,,
structure_post__api_address_delete_4,字段类型验证-字符串字段address_id传入非数字字符,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},"{""address_id"": ""abc""}",400,类型,,,,,,
structure_post__api_address_delete_5,字段类型验证-数字字段address_id传入浮点数,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},"{""address_id"": 1.5}",400,类型,,,,,,
structure_post__api_address_delete_6,字段类型验证-数字字段address_id传入布尔值,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},"{""address_id"": true}",400,类型,,,,,,
structure_post__api_address_delete_7,字段类型验证-数字字段address_id传入数组,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},"{""address_id"": [1, 2]}",400,类型,,,,,,
structure_post__api_address_delete_8,必填字段验证-缺少必填字段address_id,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},{},400,缺少,,,,,,
structure_post__api_address_delete_9,必填字段验证-必填字段address_id为null,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},"{""address_id"": null}",400,不能为null,,,,,,
structure_post__api_address_delete_10,必填字段验证-必填字段address_id为空值,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},"{""address_id"": """"}",400,不能为空,,,,,,
structure_post__api_address_delete_11,响应结构验证-验证成功删除响应结构,1,POST,/api/address/delete,"{""Authorization"": ""Bearer test_token"", ""Content-Type"": ""application/json""}",{},"{""address_id"": 1}",200,成功,code,200,,,response.code == 200 && response.message != null,
path_post__api_address_delete_1,删除地址-正常请求,1,POST,/api/address/delete,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}","{""address_id"": 1}",200,成功,message,删除成功,,,,
path_post__api_address_delete_2,删除地址-缺少address_id,1,POST,/api/address/delete,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}",{},400,缺少地址ID,,,,,,
path_post__api_address_delete_3,删除地址-address_id不存在或无权限,1,POST,/api/address/delete,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}","{""address_id"": 9999}",404,地址不存在或无权限删除,,,,,,
path_post__api_address_delete_4,删除地址-使用GET方法-错误的HTTP方法,1,GET,/api/address/delete,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}","{""address_id"": 1}",405,Method Not Allowed,,,,,,
path_post__api_address_delete_5,删除地址-PUT方法不被支持,1,PUT,/api/address/delete,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}","{""address_id"": 1}",405,Method Not Allowed,,,,,,
path_post__api_address_delete_6,删除地址-缺少认证token,1,POST,/api/address/delete,"{""Content-Type"": ""application/json""}",{},"{""address_id"": 1}",404,无权限,,,,,,
path_post__api_address_delete_7,删除地址-路径末尾带斜线,1,POST,/api/address/delete/,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}","{""address_id"": 1}",404,Not Found,,,,,,
path_post__api_address_delete_8,删除地址-访问不存在的路径,1,POST,/api/address/delete123,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}","{""address_id"": 1}",404,Not Found,,,,,,
path_post__api_address_delete_9,删除地址-查询参数携带额外参数,1,POST,/api/address/delete,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token"", ""extra"": ""test""}","{""address_id"": 1}",200,成功,message,删除成功,,,,
path_post__api_address_delete_10,删除地址-查询参数顺序颠倒,1,POST,/api/address/delete,"{""Content-Type"": ""application/json""}","{""foo"": ""bar"", ""Authorization"": ""Bearer valid_token""}","{""address_id"": 1}",200,成功,message,删除成功,,,,
path_post__api_address_delete_11,删除地址-路径参数包含特殊字符(空字节),1,POST,/api/address/delete%00,"{""Content-Type"": ""application/json""}","{""Authorization"": ""Bearer valid_token""}","{""address_id"": 1}",404,Not Found,,,,,,
positive_post__api_address_list_1,查询用户所有地址-基本正常场景,1,POST,/api/address/list,"{""Authorization"": ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c""}",{},{},200,地址查询成功,code,200,,,,
positive_post__api_address_list_2,查询用户所有地址-完整参数场景,1,POST,/api/address/list,"{""Authorization"": ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c"", ""Content-Type"": ""application/json""}",{},{},200,地址查询成功,code,200,,,,
positive_post__api_address_list_3,查询用户所有地址-最小参数场景,1,POST,/api/address/list,"{""Authorization"": ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiaWF0IjoxNTE2MjM5MDIyfQ.SflKxwRJSMeKKF2QT4fwpMeJf36POk6yJV_adQssw5c""}",{},{},200,地址查询成功,code,200,,,,
boundary_post__api_address_list_1,边界测试-综合边界值,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": ""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""}",{},"{""string_empty"": """", ""string_single"": ""a"", ""string_max"": ""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"", ""number_zero"": 0, ""number_negative"": -1, ""number_maxint"": 2147483647, ""number_float"": 3.141592653589793, ""array_empty"": [], ""array_single"": [1], ""array_large"": [1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100], ""sql_injection"": ""'; DROP TABLE users; --"", ""xss"": ""<script>alert('XSS')</script>"", ""unicode"": ""你好世界😊""}",200,成功,,,,,,
structure_post__api_address_list_1,结构验证-JSON格式-发送无效JSON文本,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test-token""}",{},{},500,失败,,,,,,
structure_post__api_address_list_2,结构验证-JSON格式-发送不完整的JSON,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test-token""}",{},{},500,失败,,,,,,
structure_post__api_address_list_3,结构验证-JSON格式-发送嵌套结构错误,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test-token""}",{},{},500,失败,,,,,,
structure_post__api_address_list_4,结构验证-字段类型-请求体发送纯数字而非JSON对象,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test-token""}",{},12345,500,失败,,,,,,
structure_post__api_address_list_5,结构验证-必填字段-缺少Authorization请求头,1,POST,/api/address/list,"{""Content-Type"": ""application/json""}",{},{},500,失败,,,,,,
structure_post__api_address_list_6,结构验证-必填字段-Authorization为null值,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer null""}",{},{},500,失败,,,,,,
structure_post__api_address_list_7,结构验证-必填字段-Authorization为空字符串,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": """"}",{},{},500,失败,,,,,,
structure_post__api_address_list_8,结构验证-响应结构-验证正常响应JSON字段与类型,1,POST,/api/address/list,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test-token""}",{},{},200,成功,code,200,,,"data is not null and isinstance(response.json()['data'], list)",
path_post__api_address_list_1,查询地址-正常路径携带有效Token,1,POST,/api/address/list,"{""Authorization"": ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.valid"", ""Content-Type"": ""application/json""}",{},{},200,地址,,,,,,
path_post__api_address_list_2,查询地址-缺失Authorization头,1,POST,/api/address/list,"{""Content-Type"": ""application/json""}",{},{},500,地址查询失败,,,,,,
path_post__api_address_list_3,查询地址-错误Token格式,1,POST,/api/address/list,"{""Authorization"": ""InvalidToken"", ""Content-Type"": ""application/json""}",{},{},500,地址查询失败,,,,,,
path_post__api_address_list_4,查询地址-使用GET方法访问,1,GET,/api/address/list,"{""Authorization"": ""Bearer valid"", ""Content-Type"": ""application/json""}",{},{},404,,,,,,,
path_post__api_address_list_5,查询地址-使用PUT方法访问,1,PUT,/api/address/list,"{""Authorization"": ""Bearer valid"", ""Content-Type"": ""application/json""}",{},{},404,,,,,,,
path_post__api_address_list_6,查询地址-使用DELETE方法访问,1,DELETE,/api/address/list,"{""Authorization"": ""Bearer valid"", ""Content-Type"": ""application/json""}",{},{},404,,,,,,,
path_post__api_address_list_7,查询地址-访问不存在的子路径,1,POST,/api/address/list/extra,"{""Authorization"": ""Bearer valid"", ""Content-Type"": ""application/json""}",{},{},404,,,,,,,
path_post__api_address_list_8,查询地址-访问受限的根级路径,1,POST,/api/address,"{""Authorization"": ""Bearer valid"", ""Content-Type"": ""application/json""}",{},{},404,,,,,,,
path_post__api_address_list_9,查询地址-携带额外查询参数,1,POST,/api/address/list,"{""Authorization"": ""Bearer valid"", ""Content-Type"": ""application/json""}","{""page"": ""1"", ""size"": ""10""}",{},200,地址,,,,,,
path_post__api_address_list_10,查询地址-路径包含特殊字符,1,POST,/api/address/list%20,"{""Authorization"": ""Bearer valid"", ""Content-Type"": ""application/json""}",{},{},400,,,,,,,
positive_post__api_address_update_1,修改地址-基本正常场景,1,POST,/api/address/update,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.test""}",{},"{""address_id"": 1, ""name"": ""张三"", ""phone"": ""13800138000""}",200,成功,code,200,,,,
positive_post__api_address_update_2,修改地址-完整参数场景,1,POST,/api/address/update,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.test""}",{},"{""address_id"": 1, ""province"": ""广东省"", ""city"": ""深圳市"", ""district"": ""南山区"", ""detail"": ""科技园路1号"", ""name"": ""李四"", ""phone"": ""13912345678"", ""is_default"": 1}",200,成功,code,200,,,,
positive_post__api_address_update_3,修改地址-最小参数场景,1,POST,/api/address/update,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.test""}",{},"{""address_id"": 2}",200,成功,code,200,,,,
negative_post__api_address_update_1,修改地址-缺少必填参数address_id,1,POST,/api/address/update,"{""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_token""}",{},"{""city"": ""北京""}",400,缺少地址ID,,,,,,
